イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
PL027_01	28	政策探索	副作用監査＋異議申立の非強制説明セット	0.62	注意層（制度不信/監視懸念/対象外感）＋現役納税層＋自治体窓口逼迫地域	副作用圧↓ 制度信頼↑ 公平感↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	注意層が7割超で副作用圧100・政策疲労高止まり。追加より監査/説明/ケア緩衝で信頼回復が先。	制度が変わり続けて把握できず、知らないうちに不利益や監視が増える不安が強い。
PL027_02	28	政策探索	産後休息・代替ケア即時予約ミニ枠	0.58	妊娠中〜産後1年の当事者＋パートナー＋ケア負担層（祖父母同居/ワンオペ含む）	ケア負担↓ 離脱↓ 生活防衛↑ 制度信頼↑ 家族形成の詰まり解消↑	LLM政策探索/構造持続あり+伴走支援	日本	注意層が7割超で副作用圧100・政策疲労高止まり。追加より監査/説明/ケア緩衝で信頼回復が先。	出産後に休めない・頼れない想像が先に立ち、選択肢として家族形成が遠のいている。
PL028_02	28	政策探索	非強制・財源枠・対象外配慮の1枚説明（不利益なし）	0.48	注意層（監視懸念/対象外感/制度不信）＋現役納税層＋非婚/非出産選択者	制度信頼↑ 公平感↑ 対象外反発↓ 財政不安↓ 副作用圧↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。施策追加より導線統合と非強制説明で反発と離脱を抑える局面。	やらない選択が不利にならないか、あとから条件が変わらないかが一番不安。
FB037	29	社会反応	生活防衛シフト	0.67	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労77.9、公平感欠損47.9、生活防衛41.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB037	29	社会反応	生活防衛シフト	0.67	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労77.9、公平感欠損47.9、生活防衛41.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE029	29	組織判断	企業・組織の採用育成判断	0.44	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は信頼・省電力運用を厳選、中途で補強 / 首都圏業務支援株式会社: 新卒は最小維持。中途は危機広報・監査運用を増やす / さくら在宅ケア株式会社: 新卒少数維持。資格者・復職者優先、地域紹介を厚く	未来通信システム株式会社: 信頼・説明職の需要増、選別不安と炎上恐れが拡大 / 首都圏業務支援株式会社: 新卒枠が細り不安増。運用・説明型スキルに需要集中 / さくら在宅ケア株式会社: 不安対応が増える一方、標準手順で早期戦力化しやすい 現役側には 未来通信システム株式会社: 再学習と対外対応負荷が増え、省エネ運用へ移行圧 / 首都圏業務支援株式会社: 監査・説明責任の負荷増。現場はAI監督役へ再配置圧 / さくら在宅ケア株式会社: 物価高で離職圧力。負担軽減策が定着と稼働を左右
PL028_01	29	政策探索	3導線統合ワンストップ（支援/異議/予約）	0.62	注意層（情報過敏/制度不信/手続き離脱）＋中立層＋現役納税層	政策疲労↓ 情報過負荷↓ 手続き到達↑ 制度信頼↑ 対象外反発↓ 副作用圧↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大で政策疲労も高止まり。施策追加より導線統合と非強制説明で反発と離脱を抑える局面。	情報が多すぎて、結局どれが自分に関係あるのか分からず怖い。
WE033	29	世界イベント	エネルギー価格ショック	0.20	全体	生活コスト↑ 子ども意向↓	エネルギー価格圧力	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ29: SNS不安増幅が89.3。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は18.4。	エネルギー圧力が高く、家計と移動・電気代への不安が増える。
FB038	30	社会反応	制度要求の可視化	0.48	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労76.3、公平感欠損47.3、生活防衛43.5	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB038	30	社会反応	制度要求の可視化	0.48	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労76.3、公平感欠損47.3、生活防衛43.5	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB039	30	社会反応	生活防衛シフト	0.71	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労76.3、公平感欠損47.3、生活防衛43.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB039	30	社会反応	生活防衛シフト	0.71	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労76.3、公平感欠損47.3、生活防衛43.5	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE030	30	組織判断	企業・組織の採用育成判断	0.45	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	未来通信システム株式会社: 新卒は信頼運用・危機広報適性を厳選、中途即戦力を増 / 首都圏業務支援株式会社: 新卒は最小維持。中途は危機対応・監査運用・PM寄せ / 北関東精密加工株式会社: 新卒小枠維持。保全/品質中途優先、派遣で調整	未来通信システム株式会社: 採用選別不安が増す一方、説明力/信頼運用が強みになる / 首都圏業務支援株式会社: 新卒枠が細り不安。だが危機対応スキルは獲得しやすい / 北関東精密加工株式会社: 将来不安が増すが、保守/改善職の見通しで定着支援 現役側には 未来通信システム株式会社: 炎上対応と監査負荷が増え、再訓練と心理負担が上がる / 首都圏業務支援株式会社: 監査・説明・PM需要増。定型はAI化で配置転換圧力 / 北関東精密加工株式会社: 不安増幅で離職懸念。配置転換と多能工で負荷平準化
PL029_01	30	政策探索	統合導線の段階展開＋待ち行列優先制御	0.60	注意層（制度不信/手続き離脱/情報過敏）＋窓口逼迫地域＋予約需要層	政策疲労↓ 手続き到達↑ 制度信頼↑ 副作用圧↓ 不公平感の体感↓	LLM政策探索/構造持続あり+伴走支援	日本	注意層80.8%で副作用圧100・政策疲労77.9。統合で導線は整うが待ち行列と誤認が再燃しやすい。	制度は増えたのに手続きは詰まり、結局自分だけ置いていかれる気がする。
PL029_02	30	政策探索	異議申立・予約の負担軽減（短文理由＋即時見通し表示）	0.50	注意層（監視懸念/対象外感/誤解影響）＋現役納税層＋支援検討層	副作用圧↓ 政策疲労↓ 公平感↑ 制度信頼↑ 手続き離脱↓	LLM政策探索/構造持続あり+伴走支援	日本	注意層80.8%で副作用圧100・政策疲労77.9。統合で導線は整うが待ち行列と誤認が再燃しやすい。	反論しても無駄そうだし、時間も取れないから最初から諦めてしまう。
PL030_02	30	政策探索	追加施策の一時凍結＋週1要点通知の再徹底（不利益なし）	0.58	注意層（情報過敏/制度不信）＋対象外感が強い層＋現役納税層	政策疲労↓ 誤解↓ 対象外反発↓ 制度信頼↑ 手続き到達↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が最大化し政策疲労も高止まり。追加よりも手続き摩擦・誤認・対象外反発の沈静化が先。	次々変わる制度より、最低限の要点だけ確実に分かって損を避けたい。
WE034	30	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	北朝鮮	ステップ30: SNS不安増幅が91.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.4。	北朝鮮の間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE035	30	世界イベント	地政学SNS不安拡散の高止まり	0.94	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ30: SNS不安増幅が91.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.4。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE036	30	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ30: SNS不安増幅が91.0。高リスク国: ウクライナ(限定戦争)、北朝鮮(間接衝突)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.4。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB040	31	社会反応	生活防衛シフト	0.54	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労76.5、公平感欠損48.1、生活防衛34.0	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
